timestamp,close
2025-01-01T00:00:00+00:00,150.0000
2025-01-01T01:00:00+00:00,150.8324
2025-01-01T02:00:00+00:00,151.6590
2025-01-01T03:00:00+00:00,152.4740
2025-01-01T04:00:00+00:00,153.2719
2025-01-01T05:00:00+00:00,154.0471
2025-01-01T06:00:00+00:00,154.7943
2025-01-01T07:00:00+00:00,155.5081
2025-01-01T08:00:00+00:00,156.1837
2025-01-01T09:00:00+00:00,156.8164
2025-01-01T10:00:00+00:00,157.4018
2025-01-01T11:00:00+00:00,157.9358
2025-01-01T12:00:00+00:00,158.4147
2025-01-01T13:00:00+00:00,158.8352
2025-01-01T14:00:00+00:00,159.1944
2025-01-01T15:00:00+00:00,159.4898
2025-01-01T16:00:00+00:00,159.7194
2025-01-01T17:00:00+00:00,159.8815
2025-01-01T18:00:00+00:00,159.9749
2025-01-01T19:00:00+00:00,159.9992
2025-01-01T20:00:00+00:00,159.9541
2025-01-01T21:00:00+00:00,159.8399
2025-01-01T22:00:00+00:00,159.6573
2025-01-01T23:00:00+00:00,159.4078
2025-01-02T00:00:00+00:00,159.0930
2025-01-02T01:00:00+00:00,158.7150
2025-01-02T02:00:00+00:00,158.2766
2025-01-02T03:00:00+00:00,157.7807
2025-01-02T04:00:00+00:00,157.2309
2025-01-02T05:00:00+00:00,156.6308
2025-01-02T06:00:00+00:00,155.9847
2025-01-02T07:00:00+00:00,155.2971
2025-01-02T08:00:00+00:00,154.5727
2025-01-02T09:00:00+00:00,153.8166
2025-01-02T10:00:00+00:00,153.0340
2025-01-02T11:00:00+00:00,152.2303
2025-01-02T12:00:00+00:00,151.4112
2025-01-02T13:00:00+00:00,150.5823
2025-01-02T14:00:00+00:00,149.7493
2025-01-02T15:00:00+00:00,148.9180
2025-01-02T16:00:00+00:00,148.0943
2025-01-02T17:00:00+00:00,147.2838
2025-01-02T18:00:00+00:00,146.4922
2025-01-02T19:00:00+00:00,145.7249
2025-01-02T20:00:00+00:00,144.9872
2025-01-02T21:00:00+00:00,144.2844
2025-01-02T22:00:00+00:00,143.6212
2025-01-02T23:00:00+00:00,143.0023
2025-01-03T00:00:00+00:00,142.4320
2025-01-03T01:00:00+00:00,141.9142
2025-01-03T02:00:00+00:00,141.4525
2025-01-03T03:00:00+00:00,141.0501
2025-01-03T04:00:00+00:00,140.7099
2025-01-03T05:00:00+00:00,140.4341
2025-01-03T06:00:00+00:00,140.2247
2025-01-03T07:00:00+00:00,140.0832
2025-01-03T08:00:00+00:00,140.0105
2025-01-03T09:00:00+00:00,140.0071
2025-01-03T10:00:00+00:00,140.0730
2025-01-03T11:00:00+00:00,140.2079
2025-01-03T12:00:00+00:00,140.4108
2025-01-03T13:00:00+00:00,140.6801
2025-01-03T14:00:00+00:00,141.0142
2025-01-03T15:00:00+00:00,141.4107
2025-01-03T16:00:00+00:00,141.8667
2025-01-03T17:00:00+00:00,142.3792
2025-01-03T18:00:00+00:00,142.9446
2025-01-03T19:00:00+00:00,143.5590
2025-01-03T20:00:00+00:00,144.2180
2025-01-03T21:00:00+00:00,144.9172
2025-01-03T22:00:00+00:00,145.6517
2025-01-03T23:00:00+00:00,146.4163
2025-01-04T00:00:00+00:00,147.2058
2025-01-04T01:00:00+00:00,148.0148
2025-01-04T02:00:00+00:00,148.8374
2025-01-04T03:00:00+00:00,149.6682
2025-01-04T04:00:00+00:00,150.5013
2025-01-04T05:00:00+00:00,151.3309
2025-01-04T06:00:00+00:00,152.1512
2025-01-04T07:00:00+00:00,152.9566
2025-01-04T08:00:00+00:00,153.7415
2025-01-04T09:00:00+00:00,154.5004
2025-01-04T10:00:00+00:00,155.2281
2025-01-04T11:00:00+00:00,155.9195
2025-01-04T12:00:00+00:00,156.5699
2025-01-04T13:00:00+00:00,157.1746
2025-01-04T14:00:00+00:00,157.7295
2025-01-04T15:00:00+00:00,158.2308
2025-01-04T16:00:00+00:00,158.6750
2025-01-04T17:00:00+00:00,159.0589
2025-01-04T18:00:00+00:00,159.3800
2025-01-04T19:00:00+00:00,159.6360
2025-01-04T20:00:00+00:00,159.8251
2025-01-04T21:00:00+00:00,159.9460
2025-01-04T22:00:00+00:00,159.9979
2025-01-04T23:00:00+00:00,159.9804
2025-01-05T00:00:00+00:00,159.8936
2025-01-05T01:00:00+00:00,159.7381
2025-01-05T02:00:00+00:00,159.5151
2025-01-05T03:00:00+00:00,159.2260
2025-01-05T04:00:00+00:00,158.8729
2025-01-05T05:00:00+00:00,158.4583
2025-01-05T06:00:00+00:00,157.9849
2025-01-05T07:00:00+00:00,157.4561
2025-01-05T08:00:00+00:00,156.8755
2025-01-05T09:00:00+00:00,156.2472
2025-01-05T10:00:00+00:00,155.5756
2025-01-05T11:00:00+00:00,154.8653
2025-01-05T12:00:00+00:00,154.1212
2025-01-05T13:00:00+00:00,153.3485
2025-01-05T14:00:00+00:00,152.5525
2025-01-05T15:00:00+00:00,151.7389
2025-01-05T16:00:00+00:00,150.9132
2025-01-05T17:00:00+00:00,150.0811
2025-01-05T18:00:00+00:00,149.2485
2025-01-05T19:00:00+00:00,148.4211
2025-01-05T20:00:00+00:00,147.6046
2025-01-05T21:00:00+00:00,146.8048
2025-01-05T22:00:00+00:00,146.0272
2025-01-05T23:00:00+00:00,145.2771
2025-01-06T00:00:00+00:00,144.5598
2025-01-06T01:00:00+00:00,143.8803
2025-01-06T02:00:00+00:00,143.2432
2025-01-06T03:00:00+00:00,142.6530
2025-01-06T04:00:00+00:00,142.1138
2025-01-06T05:00:00+00:00,141.6294
2025-01-06T06:00:00+00:00,141.2030
2025-01-06T07:00:00+00:00,140.8377
2025-01-06T08:00:00+00:00,140.5360
2025-01-06T09:00:00+00:00,140.3000
2025-01-06T10:00:00+00:00,140.1313
2025-01-06T11:00:00+00:00,140.0311
2025-01-06T12:00:00+00:00,140.0001
